ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,REEF_SYSTEM,REEF_TYPE,REEF_NAME,WATER_DEPTH,ISLAND_NAME,PROTECTED,TOURISM,COUNTRY_CODE
33,,,,,0.21667,-176.48333,Baker Island,Fringing,Baker Island,,,1,0,
7976,,,,,0.03333,6.66667,Spo TomT and Prfncipe,Non-reef coral community,Spo TomT and Prfncipe,,,0,0,
3575,,,,,27.95,-82.95,Clearwater,,Clearwater,,,0,1,
10302,,,,,28.88333,34.73333,Gulf of Aqaba,,Gulf of Aqaba,,,0,0,
3948,,,,,26.88333,-82.56667,Crystal River,,Crystal River,,,0,1,
1352,,,,,26.06667,-80.06667,John U. Lloyd,,John U. Lloyd,,,1,0,
10670,,,,,26.70033,-80.01667,,,Breakers Reef,,,0,0,
9101,,,,,24.85,-80.56667,Florida Reef Tract,Patch Reef,Hens and Chickens,,,0,0,
10653,,,,,24.83367,-80.61667,,,Alligator Spa,,,0,0,
10654,,,,,24.9,-80.60033,,,Cheeca Rocks,,,0,0,
10655,,,,,24.68333,-80.95033,,,Coffins Patch,,,0,0,
10656,,,,,24.95,-80.45,,,Conch Reef,,,0,0,
10657,,,,,24.90033,-80.51667,,,Crocker Control,,,0,0,
10658,,,,,24.91667,-80.5,Florida Reef Tract,Platform,Davis Reef,,,0,0,
10659,,,,,24.98333,-80.40033,,,Pickles Reef,,,0,0,
10660,,,,,24.73367,-80.767,,,Tennessee Reef,,,0,0,
10593,,,,,24.5,-81.05,Florida Reef Tract,,Florida Keys,,,0,0,
10661,,,,,24.45033,-81.83367,Florida Reef Tract,,Eastern Dry Rocks,,,0,0,
10662,,,,,24.48367,-81.65033,Florida Reef Tract,,Eastern Sambos,,,0,0,
10663,,,,,24.60033,-81.38367,Florida Reef Tract,,Newfound Harbor,,,0,0,
10664,,,,,24.45,-81.85,Florida Reef Tract,,Rock Key,,,0,0,
10665,,,,,24.45,-81.867,Florida Reef Tract,,Sand Key,,,0,0,
10666,,,,,24.617,-81.10033,Florida Reef Tract,,Sombrero Reef ( Sombrero Key ),,,0,0,
10667,,,,,24.55,-81.667,Florida Reef Tract,,Western Sambos,,,0,0,
10668,,,,,25.117,-80.28367,Florida Reef Tract,,Dry Rocks,,,0,0,
7946,,,,,7,150,Carolines,All structures present,Micronesia,,Caroline Islands,0,1,
236,,,,,8.76667,150.03333,Namotiuto,Atoll,Namotiuto,,Westerns,0,0,
777,,,,,9.51667,138.11667,Yap,Fringing,Pelak,,Caroline Islands,0,0,
766,,,,,-13.78333,-172.16667,Western Samoa Reefs,Barrier/Fringing,Western Samoa,,Samoa Islands,0,0,
8296,,,,,-13.65,-172.43333,Savai'i,Fringing,Savai'i,,,0,0,
8297,,,,,-13.81667,-172.16667,Apolima,,Apolima,,,0,0,
8822,,,,,-13.5,-172.83333,Savai'i,,Cape Puava,,Savai'i,0,0,
3571,,,,,17.9,-62.85,French Antilles,Patch Reef,St. Barthelemy,,,0,1,
11480,,,,,17.88633,-62.80467,,Fringing,Anse Grande Saline,,,0,0,
11479,,,,,17.90217,-62.85967,,Fringing,Gros Islets,,,0,0,
10624,,,,,18.46667,-64.51667,Great Camanoe Island,,Diamond Reef,,,0,0,
10625,,,,,18.33333,-64.61667,,,Pelican Island,,,0,0,
10623,,,,,18.48333,-64.45,Great Dog Island,,Coral Gardens,,,0,0,
4179,,,,,19.55,113.05,South China Sea,Bank,Saint Esprit Shoal,,,0,0,
4180,,,,,19.2,-113.86667,Saint Esprit Shoal,Bank,Helen Shoal,,,0,0,
8738,,,,Aleipata,-14.01667,-171.43333,Upolu,Fringing,Namu'a Island,,,0,0,
8816,,,,Aleipata,-14.02167,-171.425,Upolu,Fringing,Fanuatapu,,Upolu,0,0,
8817,,,,Aleipata,-14.07333,-171.43333,Upolu,Fringing,Nu'utele,,Upolu,0,0,
8818,,,,Aleipata,-14.08167,-171.41667,Upolu,Fringing,Nu' ulua,,Upolu,0,0,
8826,,,,Apia,-13.83333,-171.8,Upolu,,Apia,,Opulu,0,0,
1297,,,,Apia,-13.825,-171.785,Upolu,Fringing,Palolo Deep,,Upolu,0,0,
8821,,,,Apolimafou,-13.875,-172.08667,Opolu,,Apolimafou,,Opulu,0,0,
3766,,,,Blenheim Reef,-5.2,72.48333,Chagos Archipelago,Atoll,Blenheim Reef,,Chagos Archipelago,0,0,
1323,,,,British Virgin Islands,18.50167,-64.35,Virgin Gorda,Bank/Barrier,Prickly Pear,,Leeward Islands,1,0,
3472,,,,British Virgin Islands,18.41667,-64.61667,British Virgin Islands,,Tortola,,Leeward Islands,0,1,
3533,,,,British Virgin Islands,18.43333,-64.51667,Tortola,,Beef Island,,Virgin Islands,0,1,
1318,,,,British Virgin Islands,18.43333,-64.45,Virgin Gorda,,Fort Point,,Virgin Islands,1,0,
1319,,,,British Virgin Islands,18.65,-64.25,Anegada,Fringing,Horseshoe Reef,,Leeward Islands,1,0,
1321,,,,British Virgin Islands,18.525,-64.355,Virgin Gorda,,Necker Island,,Leeward Islands,1,0,
1317,,,,British Virgin Islands,18.41667,-64.44833,Virgin Gorda,,Fallen Jerusalem Island,,Virgin Islands,1,1,
1320,,,,British Virgin Islands,18.50833,-64.39167,Virgin Gorda,,Mosquito Island,,Leeward Islands,1,0,
1322,,,,British Virgin Islands,18.35,-64.58333,British Virgin Islands,,Peter Island,,Leeward Islands,1,1,
3534,,,,British Virgin Islands,18.48333,-64.53167,British Virgin Islands,,Great Camanoe Island,,Leeward Islands,0,1,
3535,,,,British Virgin Islands,18.37167,-64.50833,British Virgin Islands,Fringing,Cooper Island,,Virgin Islands,1,1,
3812,,,,British Virgin Islands,18.475,-64.56667,Tortola,Fringing,Guana Island,,Leeward Islands,0,1,
3622,,,,British Virgin Islands,18.44833,-64.70333,British Virgin Islands,,Green Cay,,Virgin Islands,1,1,
3623,,,,British Virgin Islands,18.5,-64.375,Virgin Gorda,,North Sound Reefs,,Virgin Islands,0,0,
3624,,,,British Virgin Islands,18.43333,-64.565,Tortola,,Road Town Harbor,,Leeward Islands,0,0,
3595,,,,British Virgin Islands,18.5,-64.5,British Virgin Islands,,British Virgin Islands,,Virgin Islands,0,1,
16,,,,British Virgin Islands,18.73333,-64.31667,Anegada,Barrier/Fringing/Patch Reef,Anegada,,Leeward Islands,0,1,
165,,,,British Virgin Islands,18.45533,-64.71833,Jost Van Dyke,Fringing,Little Jost Van Dyke,,Leeward Islands,0,0,
403,,,,British Virgin Islands,18.48333,-64.4,Virgin Gorda,Fringing,Virgin Gorda,,Leeward Islands,0,1,
3949,,,,British Virgin Islands,18.48333,-64.45,The Dogs,Fringing,Great Dog Island,,Leeward Islands,0,1,
1316,,,,British Virgin Islands,18.365,-64.56333,British Virgin Islands,,Dead Chest Island,,Virgin Islands,1,1,
1325,,,,British Virgin Islands,18.39667,-64.45833,Virgin Gorda,,Round Rock Island,,Leeward Islands,1,1,
1326,,,,British Virgin Islands,18.36667,-64.52833,Salt Island,,Salt Island,,Leeward Islands,1,1,
1327,,,,British Virgin Islands,18.50333,-64.35833,Virgin Gorda,,St. Eustatia,,Leeward Islands,1,0,
1328,,,,British Virgin Islands,18.425,-64.44167,Virgin Gorda,,The Baths,,Leeward Islands,1,1,
1329,,,,British Virgin Islands,18.50167,-64.43667,The Dogs,,The Seal Dogs,,Virgin Islands,1,0,
1330,,,,British Virgin Islands,18.36667,-64.55,Peter Island,,Wreck of the Rhone,,Virgin Islands,1,1,
3619,,,,British Virgin Islands,18.425,-64.65833,Tortola,Fringing,Cane Garden Bay,5,Leeward Islands,0,1,
8196,,,,Caicos,21.88333,-72.08333,Grand Turk,Barrier,Pine Cay,,Turks and Caicos,0,0,
7929,,,,Chagos,-6.1,71.73333,Chagos Archipelago,Atoll/Fringing,Chagos,,Chagos Archipelago,0,0,
11669,,,,Chagos Archipelago,-5.38333,71.73333,Peros Banhos,Atoll,Poule Island ( Ile Poule ),,,0,0,
11670,,,,Chagos Archipelago,-5.45,71.76667,Peros Banhos,Atoll,Coin Island ( Ile du Coin ),,,0,0,
11671,,,,Chagos Archipelago,-5.45,71.78333,Peros Banhos,Atoll,Fouquet,,,0,0,
304,,,,Chuuk State,6.63333,149.26667,Pulusuk,Atoll,Pulusuk ( Houk ),,Westerns,0,0,
774,,,,Chuuk State,7.31667,151.61667,Truk Lagoon,Fringing,Tol Island,,Carolines,0,0,
232,,,,Chuuk State,6.7,152.63333,Nama,Fringing,Nama,,Truk,0,0,
258,,,,Chuuk State,8.56667,151.65,Nomwin,Atoll,Nomwin,,Hall Islands,0,0,
377,,,,Chuuk State,7.45,151.83333,Chuuk,Pseudo-atoll,Chuuk ( Truk ),,Caroline Islands,0,1,
303,,,,Chuuk State,7.63333,149.41667,Pulap,Atoll,Pulap ( Pollap ),,Westerns,0,0,
1711,,,,Dade,25.41667,-80.13333,Florida Reef Tract,Bank,Triumph Reef,,,0,0,
11576,,,,Dade,25.36667,-80.13333,Florida Reef Tract,Fringing,Ajax Reef,,,0,0,
11577,,,,Dade,25.38333,-80.13333,Florida Reef Tract,Fringing,Long Reef,,,0,0,
11578,,,,Dade,25.35,-80.13333,Florida Reef Tract,Fringing,Pacific Reef,,,0,0,
11579,,,,Dade,25.45,-80.16667,Florida Reef Tract,Fringing,Elliot Key,,,0,0,
11580,,,,Dade,25.46667,-80.16667,Florida Reef Tract,Fringing,Sand Key,,,0,0,
11723,,,,Dade County,25.2,-80.3,Florida Reef Tract,Patch Reef,Horseshoe Reef,,,0,0,
11724,,,,Dade County,25.16667,-80.33333,Florida Reef Tract,Patch Reef,Cannon Patch Reef,,,0,0,
431,,,,Dade County,25.21667,-80.21667,Florida Reef Tract,Bank,Carysfort Reef,22,,0,0,
4323,,,,Dade County,25.8,-80.08333,Florida,,Miami,,Florida,0,1,
8360,,,,Dade County,25.15,-80.28333,Florida Reef Tract,Patch Reef,Grecian Rocks,5,Florida Keys,1,0,
8674,,,,Dade County,25.11667,-80.23333,Florida Reef Tract,,Elbow Reef,,,0,0,
9567,,,,Dade County,25.03333,-80.36833,Florida Reef Tract,Patch Reef,White Bank Dry Rocks,,,0,0,
9568,,,,Dade County,25.035,-80.351,Florida Reef Tract,Patch Reef,French Reef,,,0,0,
9569,,,,Dade County,25.05,-80.2745,Florida Reef Tract,Patch Reef,Dixie Shoal,,,0,0,
4325,,,,Dade County,25.6,-80.15,Florida,,Miami Beach,,Florida,0,1,
9566,,,,Dade County,,,Florida Reef Tract,Patch Reef,Mosquito Bank,,,0,0,
10669,,,,Dade County,25.00033,-80.36667,Florida Reef Tract,Bank,Molasses Reef,,,0,1,
11026,,,,Dade County,25.14667,-80.29333,Florida Reef Tract,,Algae Reef,,,0,0,
9570,,,,Dade County,25.11667,-80.31367,Florida Reef Tract,Patch Reef,Sink Hole,,,0,0,
484,,,,Diego Garcia,-7.33333,72.45,Chagos Archipelago,Atoll,Diego Garcia,,Chagos Archipelago,0,0,
3767,,,,Egmont Atoll,-6.66667,71.33333,Chagos Archipelago,Atoll,Egmont Atoll,,Chagos Archipelago,0,0,
1343,,,,Florida,24.7,-82.81667,Dry Tortugas,,Fort Jefferson,,,1,0,
3477,,,,Florida,24.43333,-81.73333,Florida Reef Tract,,Key West,,,0,1,
3872,,,,Florida,25.91667,-81.81667,Florida Reef Tract,,Marco Island,,,0,1,
1354,,,,Florida,25.15,-80.28333,Florida Reef Tract,Bank/Patch Reef,Key Largo,91,Florida Keys,1,1,
45,,,,Florida,25.48333,-80.21667,Florida Reef Tract,Bank,Biscayne,,Florida Keys,1,0,
422,,,,Florida,25.2,-80.16667,Florida Reef Tract,Bank,Florida Reef Tract,,,0,1,
4326,,,,Florida,25.65,-80.23333,Florida,,Coral Gables,,Florida,0,1,
778,,,,Florida,25.4,-80.15,Florida Reef Tract,,Dome Reef,,,0,0,
779,,,,Florida,25.4,-80.15,Florida Reef Tract,,Star Reef,,,0,0,
780,,,,Florida,25.4,-80.15,Florida Reef Tract,,Schooner Reef,,,0,0,
781,,,,Florida,25.4,-80.15,Florida Reef Tract,,Elkhorn Reef,,,0,0,
1709,,,,Florida,25.61667,-80.06667,Florida Reef Tract,Bank,Ball Bouy Reef,,,0,0,
8396,,,,Florida,24.65,-82.86667,,Shoal,Dry Tortugas,,,0,0,
3821,,,,Florida,24.7,-81.15,Florida Reef Tract,,Marathon,,,0,1,
3953,,,,Florida,24.61667,-81.4,Florida Reef Tract,Bank,Looe Key Reef,41,,1,1,
3978,,,,Florida,24.46667,-81.71667,Florida Reef Tract,Bank,Sambo,,Florida Keys,0,0,
4367,,,,Florida,24.61667,-81.4,Florida Reef Tract,Fringing,Big Pine Key,,Florida Keys,0,1,
4368,,,,Florida,24.66667,-81.5,Florida Reef Tract,,Summerland Key,,Florida Keys,0,1,
12,,,,Florida,24.83333,-80.6,Florida Reef Tract,Platform,Alligator Reef,,Florida Keys,1,0,
3950,,,,Florida,24.81667,-80.75,Florida Reef Tract,Platform,Craig Key,,Florida Keys,0,0,
3951,,,,Florida,24.83333,-80.78333,Florida Reef Tract,Platform,Fiesta Key,,Florida Keys,0,0,
4354,,,,Florida,24.91667,-80.65,Florida Reef Tract,,Islamorada,,Florida Keys,0,1,
4356,,,,Florida,24.93333,-80.63333,Florida Reef Tract,,Plantation Key,,Florida Keys,0,1,
4358,,,,Florida,24.95,-80.61667,Florida Reef Tract,,Tavernier,,Florida Keys,0,1,
3485,,,,Florida,26.48333,-82.16667,Sanibel Island,Fringing,Sanibel Island,,,0,1,
3818,,,,Florida,26.78333,-80,Florida Reef Tract,,Gasparilla Island,,,0,1,
3892,,,,Florida,26.51667,-82.2,Captiva Island,,Captiva Island,,,0,1,
4311,,,,Florida,26.53333,-80.01667,Florida,Barrier,Boynton Beach,,,0,1,
4322,,,,Florida,26.11667,-80.05,Florida,Barrier,Fort Lauderdale,,Florida,0,1,
7602,,,,Florida,26.7,-80.01667,Florida,,West Palm Beach,,,0,1,
3820,,,,Florida,29.3,-83.13333,Florida Reef Tract,,Hog Island,,,0,1,
7605,,,,Florida,30.31667,-81.3,Florida,,Jacksonville,,,0,1,
4328,,,,Florida,29.93333,-83.8,Florida,,Panama City Beach,,,0,1,
7604,,,,Florida,28.21667,-82.85,Florida,,Anclote Key,,,0,1,
3983,,,,Florida,27.5,-80,Oculina Deepwater Reef,Bank,Oculina Deepwater Reef,100,,0,0,
7603,,,,Florida,27.61667,-82.61667,Florida,,St. John's Pass,,,0,1,
3952,,,,Florida,27.35,-80.26667,Florida Reef Tract,Non-reef coral community,St. Lucie Nearshore Reefs,8,,0,0,
8819,,,,Fuailolo'o,-13.84,-172.05167,Upolu,,Fuailolo'o,,Upolu,0,0,
488,,,,Great Chagos Bank,-6,72,Chagos Archipelago,Atoll,Great Chagos Bank,90,Chagos Archipelago,0,0,
143,,,,Hawaii,22.08333,-159.5,Kauai Island,Fringing,Kauai Island,,Hawaiian islands,0,1,
3583,,,,Hawaii,20.23333,-155.75,Hawaii,Non-reef coral community,Kohala Coast,,Hawaiian Islands,0,1,
214,,,,Hawaii,21.2,-156.96667,Molokai Island,Fringing,Molokai Island,,Hawaiian islands,0,1,
524,,,,Hawaii,21.45,-158.31667,Hawaii,Fringing,Kahe,,Hawaiian Islands,0,0,
424,,,,Hawaii,18.38333,-154.63333,Hawaii,Fringing,Hawaii,,Hawaiian Islands,0,1,
3582,,,,Hawaii,19.46667,-155.93333,Hawaii,Non-reef coral community,Kealekekua Bay,,Hawaiian Islands,1,1,
447,,,,Hawaii,20.38333,-156.21667,Kahoolawe,Fringing,Hakiowa,,Hawaiian Islands,0,0,
4011,,,,Hawaii,20.73333,-156.91667,Manele,Fringing,Manele Bay,,Hawaiian Islands,0,0,
4010,,,,Hawaii,20.16667,-155.9,Lapakahi,Fringing,Lapakahi,,Hawaiian Islands,0,1,
528,,,,Hawaii,20.05,-155.9,Hawaii,Fringing,Puako,,Hawaiian Islands,0,1,
3577,,,,Hawaii,19.11667,-155.90667,Hawaii Island,Fringing,Kona Coast,,Hawaiian Islands,0,1,
8122,,,,Hawaii,19.58333,-155.5,Hawaii Island,,Hawaii Island,,Hawaiian Islands,0,1,
9887,,,,Hawaii,19.71667,-155.05,Hawaii Island,Fringing,Hilo Bay,,Hawaiian Islands,0,0,
3451,,,,Honolulu,21.28333,-157.83333,Oahu Island,Fringing,Waikiki,,Hawaiian Islands,0,1,
3823,,,,Honolulu,21.58333,-157.83333,Oahu Island,Fringing,Kahana,,Hawaiian Islands,0,1,
9889,,,,Honolulu,21.26667,-158.08333,Oahu Island,Fringing,Barber's Point,,Hawaiian Islands,0,0,
272,,,,Honolulu,21.15,-157.83333,Oahu Island,Fringing,Oahu Ala Wai,,Hawaiian Islands,0,0,
271,,,,Honolulu,21.35,-157.93333,Oahu Island,Fringing,Oahu,,Hawaiian Islands,0,1,
273,,,,Honolulu,21.43333,-157.76667,Oahu Island,Fringing,Kaneohe Bay,,Hawaiian Islands,0,0,
67,,,,Honolulu,21.4368,-157.7791369,Oahu Island,Fringing,Coconut Island ( Moku o loe ),,Hawaiian Islands,0,0,
114,,,,Honolulu,21.23333,-157.68333,Oahu Island,Fringing,Hanauma Bay,,Hawaiian Islands,0,1,
7582,,,,Honolulu,21.58333,-158.11667,Oahu Island,,Haleiwa,,Hawaiian Islands,0,1,
11714,,,,Honolulu,21.43333,-157.78333,Oahu Island,Fringing,Checker Reef,,,0,0,
11715,,,,Honolulu,21.25,-157.71667,Oahu Island,Fringing,Toilet Bowl,,,0,0,
11716,,,,Honolulu,21.25,-157.71667,Oahu Island,Fringing,Witch's Brew,,,0,0,
11717,,,,Honolulu,21.61667,-157.08333,Oahu Island,Fringing,Velseyland,,,0,0,
11718,,,,Honolulu,21.61667,-157.08333,Oahu Island,Fringing,Sunset Beach,,,0,0,
11719,,,,Honolulu,21.61667,-157.08333,Oahu Island,Fringing,Sunset Point,,,0,0,
11720,,,,Honolulu,21.23333,-157.81667,Oahu Island,Non-reef coral community,Waikiki Beach,,,0,0,
11721,,,,Honolulu,21.23333,-157.8,Oahu Island,Non-reef coral community,Diamond Head,,,0,0,
11731,,,,Honolulu,21.47917,-157.8,Oahu Island,Barrier,Kapapa Island,,,0,0,
11732,,,,Honolulu,21.45867,-157.78333,Oahu Island,Fringing,Kekepa Island,,,0,0,
11733,,,,Honolulu,21.5125,-157.83333,Oahu Island,Fringing,Mololi i Island ( Chairman's Hat ),,,0,0,
11734,,,,Honolulu,21.46,-157.81167,Oahu Island,Fringing,Ahu o laka Island,,,0,0,
11735,,,,Honolulu,21.4585,-157.83667,Oahu Island,Fringing,Kahalu u,,,0,0,
11736,,,,Honolulu,21.5,-157.83667,Oahu Island,Fringing,Kualoa Point,,,0,0,
11737,,,,Honolulu,21.42833,-157.775,Oahu Island,Fringing,Mokapu,,,0,0,
11738,,,,Honolulu,21.44333,-157.81667,Oahu Island,Patch Reef,Urchin Reef,,,0,0,
11739,,,,Honolulu,21.44167,-157.80667,Oahu Island,Patch Reef,Heeia Reef,,,0,0,
7901,,,,Honolulu,21.33333,-158,Oahu Island,Patch Reef,Ewa,32,Hawaiian Islands,0,0,
11664,,,,Honolulu,13.7,-166.18333,NW Hawaiian Islands,Atoll,La Perouse Pinnacle,,,0,0,
11665,,,,Honolulu,13.81667,-166.18333,NW Hawaiian Islands,Atoll,Whale-Skate Islet,,,0,0,
11666,,,,Honolulu,13.81667,-166.35,NW Hawaiian Islands,Atoll,Tern Islet,,,0,0,
11667,,,,Honolulu,13.31667,-166.23333,NW Hawaiian Islands,Atoll,Trig Islet,,,0,0,
11668,,,,Honolulu,13.53333,-166.13333,NW Hawaiian Islands,Atoll,Disappearing Island,,,0,0,
291,,,,Honolulu,27.93333,-176.16667,NW Hawaiian Islands,Atoll,Pearl and Hermes Reef,,Hawaiian Islands,0,0,
97,,,,Honolulu,24.86667,-168.01667,NW Hawaiian Islands,,Gardner Pinnacles,,Hawaiian Islands,0,0,
9884,,,,Honolulu,25.31667,-168.63333,NW Hawaiian Islands,Bank,Raita Bank,,Hawaiian Islands,0,0,
9847,,,,Honolulu,25.26667,-170.58333,NW Hawaiian Islands,,Maro Reef,,Hawaiian Islands,0,0,
9848,,,,Honolulu,25.6,-171.63333,NW Hawaiian Islands,,Laysan Island,,Hawaiian Islands,0,0,
9882,,,,Honolulu,25.26667,-172.3,NW Hawaiian Islands,Bank,Northhampton Banks,,Hawaiian Islands,0,0,
9849,,,,Honolulu,25.93333,-173.91667,NW Hawaiian Islands,,Lisianski Island,,Hawaiian Islands,0,0,
9881,,,,Honolulu,25.93333,-173.98333,NW Hawaiian Islands,Seamount,Nero Seamount,,Hawaiian Islands,0,0,
9883,,,,Honolulu,25.93333,-173.36667,NW Hawaiian Islands,Bank,Pioneer Bank,,Hawaiian Islands,0,0,
117,,,,Honolulu,23.06667,-161.91667,NW Hawaiian Islands,Various structure types present,Hawaiian Islands National Wildlife Refuge,,Hawaiian Islands,0,1,
9880,,,,Honolulu,28.36667,-176.65,NW Hawaiian Islands,Seamount,Ladd Seamount,,Hawaiian Islands,0,0,
155,,,,Honolulu,28.41667,-178.33333,NW Hawaiian Islands,Atoll,Kure Atoll,,Hawaiian islands,1,0,
9886,,,,Honolulu,26.65,-176.36667,NW Hawaiian Islands,Bank,Salmon Bank,,Hawaiian Islands,0,0,
532,,,,Honolulu,25.75,-166,NW Hawaiian Islands,Pseudo-atoll,French Frigate Shoals,,Hawaiian Islands,0,0,
9879,,,,Honolulu,24.2,-166.96667,NW Hawaiian Islands,Bank,Brooks Banks,,Hawaiian Islands,0,0,
9885,,,,Honolulu,24.6,-167.23333,NW Hawaiian Islands,Bank,Saint Rogatien Bank,,Hawaiian Islands,0,0,
254,,,,Honolulu,23.06667,-161.91667,NW Hawaiian Islands,,Nihoa,,Hawaiian Islands,0,0,
9846,,,,Honolulu,23.43333,-164.51667,NW Hawaiian Islands,,Necker Island,,Hawaiian Islands,0,0,
8302,,,,Kalawao,21,-157.55,Penguin Bank,Bank,Penguin Bank,,Hawaiian Islands,0,0,
136,,,,Kalawao,20.53333,-156.63333,Kahoolawe Island,Fringing,Kahoolawe Island,,Hawaiian Islands,0,0,
255,,,,Kauai,21.83333,-160.16667,Niihau Island,Fringing,Niihau Island,,Hawaiian Islands,0,0,
3879,,,,Kauai,21.86667,-159.45,Kauai Island,Fringing,Poipu,,Hawaiian Islands,0,1,
9888,,,,Kauai,21.85,-159.43333,Kauai Island,Fringing,Makahuena Point,,Hawaiian Islands,0,0,
3580,,,,Kauai,22.23333,-159.56667,Kauai Island,,Haena,,Hawaiian Islands,0,1,
9877,,,,Kauai,21.53333,-160.4,Niihau Island,Fringing,Kaula Island,,Hawaiian Islands,0,1,
3579,,,,Kauai,22.21667,-159.5,Kauai,Fringing,Hanalei Bay,,Hawaiian Islands,0,1,
10032,,,,Kauai,22.23333,-159.48333,Kauai Island,Fringing,Puu Poa Point,,Hawaii,0,0,
10033,,,,Kauai,22.23333,-159.51667,Kauai Island,Fringing,Waikoko Point,,Hawaii,0,0,
11758,,,,Kauai,22.21667,-159.51667,Kauai,Patch Reef,King Reef,,,0,0,
11759,,,,Kauai,22.21667,-159.51667,Kauai,Fringing,Queen Reef,,,0,0,
11760,,,,Kauai,22.21667,-159.33333,Kauai,Fringing,Hotel Reef,,,0,0,
11761,,,,Kauai,22.2,-159.5,Kauai,Fringing,Waipa,,,0,0,
11762,,,,Kauai,22.21667,-159.51667,Kauai,Fringing,Waikoko Point,,,0,0,
9878,,,,Kauai,22.1,-160.1,Niihau Island,Fringing,Lehua Island,,Hawaiian Islands,0,0,
4277,,,,Kermadec Islands,-29.26667,-177.91667,Kermadec Islands,Non-reef coral community,Raoul Island,,,0,0,
4278,,,,Kermadec Islands,-29.23333,-177.86667,Kermadec Islands,Non-reef coral community,Napier Islet,,,0,0,
4279,,,,Kermadec Islands,-29.25,-177.86667,Kermadec Islands,Non-reef coral community,Meyers Island,,,0,0,
1548,,,,Kermadec Islands,-30,-178.05,Kermadec Ridge,Non-reef coral community,Kermadec Islands,,Kermadec Islands,0,0,
11672,,,,Kona,19.46667,-155.93333,Hawaii,Fringing,Ke'ei,,,0,0,
12511,,,,Kona,19.48333,-155.9,Hawaii,Non-reef coral community,Keei,,Hawaiian Islands,0,0,
12512,,,,Kona,19.48333,-155.93333,Hawaii,Non-reef coral community,Palermano Point,,Hawaiian Islands,0,0,
154,,,,Kosrae State,5.28333,163.03333,Caroline Islands,Fringing,Kosrae,,Caroline Archipelago,0,1,
10913,,,,Kosrae State,5.37,162.98333,Caroline Islands,Fringing,Tafunsak,,,0,0,
10914,,,,Kosrae State,5.315,162.925,Caroline Islands,Fringing,Insiaf ( Woot ),,,0,0,
762,,,,Kosrae State,5.345,162.96,Caroline Islands,Fringing,Okat Bay ( Molsnon Okat / Okat Harbor ),,Caroline Islands,0,0,
10915,,,,Kosrae State,5.275,162.975,Caroline Islands,Fringing,Utwe ( Utwa ),,,0,0,
10917,,,,Kosrae State,5.37,162.98667,Caroline Islands,Fringing,Malsu Point ( Foko Malsu ),,,0,0,
10918,,,,Kosrae State,5.35833,162.94167,Caroline Islands,Fringing,Kiul Point ( Foko Kiul ),,,0,0,
10920,,,,Kosrae State,5.33667,162.94167,Caroline Islands,Fringing,Trochus Reserve,,,0,0,
10921,,,,Kosrae State,5.325,162.935,Caroline Islands,Fringing,Yela Lagoon ( Molsnon Yela ),,,0,0,
10922,,,,Kosrae State,5.31833,162.925,Caroline Islands,Fringing,Minot Lagoon ( Molsnon Minot ),,,0,0,
10923,,,,Kosrae State,5.31667,162.90167,Caroline Islands,Fringing,Srukames Point ( Foko Srukames ),,,0,0,
10924,,,,Kosrae State,5.305,162.905,Caroline Islands,Fringing,Walung,,,0,0,
10925,,,,Kosrae State,5.3,162.90167,Caroline Islands,Fringing,Saoksa Point ( Foko Saoksa ),,,0,0,
10926,,,,Kosrae State,5.28167,162.905,Caroline Islands,Fringing,Walung Gardens,,,0,0,
10927,,,,Kosrae State,5.26833,162.90833,Caroline Islands,Fringing,Pa Point ( Foko Pa ),,,0,0,
10928,,,,Kosrae State,5.26167,162.92167,Caroline Islands,Fringing,Nefalil Point ( Foko Nefalil ),,,0,0,
10929,,,,Kosrae State,5.26333,162.95667,Caroline Islands,Fringing,Salap Point ( Foko Salap ),,,0,0,
10930,,,,Kosrae State,5.275,162.96667,Caroline Islands,Fringing,Utwe Harbor ( Molsnon Utwe ),,,0,0,
10931,,,,Kosrae State,5.26167,162.975,Caroline Islands,Fringing,Fukunsral Point ( Foko Fukunsral ),,,0,0,
12521,,,,Kosrae State,5.275,162.90833,,Fringing,Tafowan ( Coral Gardens ),,,0,0,
10912,,,,Kosrae State,5.33333,163.03333,Caroline Islands,Fringing,Lelu Island,,,0,0,
10916,,,,Kosrae State,5.29167,163.03333,Caroline Islands,Fringing,Malem,,,0,0,
10933,,,,Kosrae State,5.27,163.01833,Caroline Islands,Fringing,Yeseng Point ( Foko Yeseng ),,,0,0,
10934,,,,Kosrae State,5.29167,163.03167,Caroline Islands,Fringing,Yewak Point ( Foko Yewak ),,,0,0,
10932,,,,Kosrae State,5.25833,163.00667,Caroline Islands,Fringing,Mosral Point ( Foko Mosral / Hiroshi Point ),,,0,0,
10935,,,,Kosrae State,5.32333,163.035,Caroline Islands,Fringing,Puk Point ( Foko Puk ),,,0,0,
10936,,,,Kosrae State,5.325,163.025,Caroline Islands,Fringing,Lelu Bay ( Molsnon Lelu ),,,0,0,
10937,,,,Kosrae State,5.33333,163.035,Caroline Islands,Fringing,Lik Point ( Foko Lik ),,,0,0,
10938,,,,Kosrae State,5.36667,163.025,Caroline Islands,Fringing,Finanpes Point ( Foko Finanpes ),,,0,0,
